Date,Close
1/2/2020 16:00,23.27
1/3/2020 16:00,23.47
1/6/2020 16:00,23.29
1/7/2020 16:00,22.85
1/8/2020 16:00,22.09
1/9/2020 16:00,22.37
1/10/2020 16:00,22.79
1/13/2020 16:00,22.89
1/14/2020 16:00,22.76
1/15/2020 16:00,22.61
1/16/2020 16:00,22.53
1/17/2020 16:00,22.59
1/21/2020 16:00,22.82
1/22/2020 16:00,23.08
1/23/2020 16:00,22.81
1/24/2020 16:00,22.7
1/27/2020 16:00,21.48
1/28/2020 16:00,22.26
1/29/2020 16:00,22.58
1/30/2020 16:00,22.7
1/31/2020 16:00,22.09
2/3/2020 16:00,22.55
2/4/2020 16:00,22.18
2/5/2020 16:00,22.25
2/6/2020 16:00,22.46
2/7/2020 16:00,21.89
2/10/2020 16:00,21.62
2/11/2020 16:00,22.45
2/12/2020 16:00,22.77
2/13/2020 16:00,22.41
2/14/2020 16:00,22.58
2/18/2020 16:00,21.33
2/19/2020 16:00,22.06
2/20/2020 16:00,21.08
2/21/2020 16:00,20.58
2/24/2020 16:00,19.85
2/25/2020 16:00,19.65
2/26/2020 16:00,19.07
2/27/2020 16:00,17.99
2/28/2020 16:00,18.26
3/2/2020 16:00,19.63
3/3/2020 16:00,19.03
3/4/2020 16:00,18.85
3/5/2020 16:00,17.67
3/6/2020 16:00,16.85
3/9/2020 16:00,14.76
3/10/2020 16:00,16.12
3/11/2020 16:00,14.75
3/12/2020 16:00,11.59
3/13/2020 16:00,14.4
3/16/2020 16:00,11
3/17/2020 16:00,11.2
3/18/2020 16:00,9.62
3/19/2020 16:00,11.07
3/20/2020 16:00,12.17
3/23/2020 16:00,11.43
3/24/2020 16:00,12.57
3/25/2020 16:00,13.21
3/26/2020 16:00,14.18
3/27/2020 16:00,12.28
3/30/2020 16:00,12
3/31/2020 16:00,12.3
4/1/2020 16:00,11.36
4/2/2020 16:00,11.44
4/3/2020 16:00,11.05
4/6/2020 16:00,11.96
4/7/2020 16:00,11.43
4/8/2020 16:00,12.01
4/9/2020 16:00,11.47
4/13/2020 16:00,11.95
4/14/2020 16:00,12.33
4/15/2020 16:00,12.43
4/16/2020 16:00,12.1
4/17/2020 16:00,11.83
4/20/2020 16:00,12.42
4/21/2020 16:00,12.2
4/22/2020 16:00,13.21
4/23/2020 16:00,13.21
4/24/2020 16:00,11.81
4/27/2020 16:00,12.64
4/28/2020 16:00,13.2
4/29/2020 16:00,14.04
4/30/2020 16:00,13.34
5/1/2020 16:00,12.44
5/4/2020 16:00,12.4
5/5/2020 16:00,12.05
5/6/2020 16:00,11.75
5/7/2020 16:00,11.38
5/8/2020 16:00,11.86
5/11/2020 16:00,11.47
5/12/2020 16:00,10.93
5/13/2020 16:00,10.61
5/14/2020 16:00,11.06
5/15/2020 16:00,10.72
5/18/2020 16:00,11.32
5/19/2020 16:00,11.72
5/20/2020 16:00,11.5
5/21/2020 16:00,12.54
5/22/2020 16:00,12.31
5/26/2020 16:00,12.56
5/27/2020 16:00,13.65
5/28/2020 16:00,13.05
5/29/2020 16:00,12.78
6/1/2020 16:00,13.72
6/2/2020 16:00,14.63
6/3/2020 16:00,15
6/4/2020 16:00,14.92
6/5/2020 16:00,15.16
6/8/2020 16:00,15.84
6/9/2020 16:00,15.58
6/10/2020 16:00,14.81
6/11/2020 16:00,13.45
6/12/2020 16:00,14.54
6/15/2020 16:00,14.6
6/16/2020 16:00,14.94
6/17/2020 16:00,15.69
6/18/2020 16:00,15.42
6/19/2020 16:00,15.3
6/22/2020 16:00,15.57
6/23/2020 16:00,15.27
6/24/2020 16:00,14.9
6/25/2020 16:00,15.39
6/26/2020 16:00,14.83
6/29/2020 16:00,14.99
6/30/2020 16:00,15.06
7/1/2020 16:00,16
7/2/2020 16:00,15.58
7/6/2020 16:00,17.82
7/7/2020 16:00,17.27
7/8/2020 16:00,17.56
7/9/2020 16:00,17.12
7/10/2020 16:00,16.89
7/13/2020 16:00,16.61
7/14/2020 16:00,17.01
7/15/2020 16:00,17.19
7/16/2020 16:00,16.96
7/17/2020 16:00,17.79
7/20/2020 16:00,18.48
7/21/2020 16:00,18.4
7/22/2020 16:00,18.99
7/23/2020 16:00,18.79
7/24/2020 16:00,18.32
7/27/2020 16:00,18.74
7/28/2020 16:00,18.66
7/29/2020 16:00,19.15
7/30/2020 16:00,20.43
